sample_id	ProlifHubScore	HepLossScore	HCCStateScore	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	treatment_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	data_processing	platform_id	contact_name	contact_email	contact_phone	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	tissue:ch1	tissue	accession	role	etiology
GSM3083569	0.8896902010781289	-0.2519882608562807	1.1416784619344096	LC043T	GSM3083569	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC043, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083569/suppl/GSM3083569_LC043T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083570	0.5130520322704357	-0.3677500931678811	0.8808021254383168	LC044T	GSM3083570	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC044, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083570/suppl/GSM3083570_LC044T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083571	-0.2625712563048503	-0.17781527666212835	-0.08475597964272194	LC045T	GSM3083571	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC045, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083571/suppl/GSM3083571_LC045T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083572	-0.5693701588222483	0.2641177858367265	-0.8334879446589748	LC046T	GSM3083572	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC046, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083572/suppl/GSM3083572_LC046T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083573	-0.5925639871446378	0.8507614054033309	-1.4433253925479685	LC047T	GSM3083573	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC047, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083573/suppl/GSM3083573_LC047T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083574	0.7671188540620278	-0.48851655016530476	1.2556354042273326	LC048T	GSM3083574	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC048, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083574/suppl/GSM3083574_LC048T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083575	-0.3291274687583834	-0.41187147031468924	0.08274400155630585	LC049T	GSM3083575	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC049, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083575/suppl/GSM3083575_LC049T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083576	0.3357215979316968	-0.3925066544559669	0.7282282523876638	LC050T	GSM3083576	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC050, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083576/suppl/GSM3083576_LC050T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083577	0.42737036758442554	-0.30374117294910896	0.7311115405335344	LC051T	GSM3083577	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC051, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083577/suppl/GSM3083577_LC051T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083578	0.27317707415978965	-0.43573890344681715	0.7089159776066067	LC052T	GSM3083578	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC052, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083578/suppl/GSM3083578_LC052T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083579	0.3880175164481687	-0.413252197753561	0.8012697142017297	LC053T	GSM3083579	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC053, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083579/suppl/GSM3083579_LC053T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083580	0.36528920867687154	-0.3313705593520032	0.6966597680288747	LC054T	GSM3083580	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC054, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083580/suppl/GSM3083580_LC054T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
