gene	beta_injury_index	AveExpr	t	p_value	FDR	B	logFC	P.Value	adj.P.Val
NUP160	0.11266832049541313	5.79399046875	2.103097975335043	0.0373737006469483	0.07801459650446851	-4.439232664888365	0.11266832049541313	0.0373737006469483	0.07801459650446851
TRIM13	0.05426454905791584	6.710138671875	2.1029894637562383	0.037383357834215945	0.07802726760388597	-4.439450834756968	0.05426454905791584	0.037383357834215945	0.07802726760388597
CPNE3	0.05237797752083214	9.637056875	2.102801789845874	0.03740006528940614	0.07804516802709319	-4.4398281410483005	0.05237797752083214	0.03740006528940614	0.07804516802709319
ABHD17A	-0.07104781315553799	8.01590953125	-2.1027840637424897	0.037401643667681346	0.07804516802709319	-4.4398637766113875	-0.07104781315553799	0.037401643667681346	0.07804516802709319
DDX28	0.04542379278406907	6.0548684375	2.1027722300035268	0.03740269740644723	0.07804516802709319	-4.439887566339786	0.04542379278406907	0.03740269740644723	0.07804516802709319
NBPF4	0.048572883702579846	2.906987734375	2.1024076927598156	0.03743517025480035	0.07810543435187724	-4.440620345529201	0.048572883702579846	0.03743517025480035	0.07810543435187724
LOC100128993	0.0523870415635477	2.6722792968749998	2.1023272025710718	0.03744234356236405	0.07811290874768438	-4.440782127927044	0.0523870415635477	0.03744234356236405	0.07811290874768438
CCDC74B	-0.06088847022166609	4.463333046875	-2.1015113300615513	0.03751512115118311	0.07825296013441106	-4.442421676166163	-0.06088847022166609	0.03751512115118311	0.07825296013441106
NECTIN4	-0.06077193379330347	4.755997578125	-2.101493982169752	0.037516669941698756	0.07825296013441106	-4.4424565314200795	-0.06077193379330347	0.037516669941698756	0.07825296013441106
ZNF155	-0.07684066793112754	3.414390234375	-2.101331112075188	0.03753121339315031	0.0782757895437391	-4.4427837556937915	-0.07684066793112754	0.03753121339315031	0.0782757895437391
PRKD3	0.08124150549507407	6.196541171875	2.101252521841042	0.03753823282744638	0.07828292385154263	-4.442941643814766	0.08124150549507407	0.03753823282744638	0.07828292385154263
PTN	0.12199430162286014	6.12019015625	2.100946885813493	0.03756554202652587	0.078332365385642	-4.443555615517984	0.12199430162286014	0.03756554202652587	0.078332365385642
CYFIP2	-0.14825499822079682	8.263246328125	-2.100462990313536	0.03760881403964176	0.07841508020745012	-4.444527510229573	-0.14825499822079682	0.03760881403964176	0.07841508020745012
C6ORF226	0.06428257526285999	6.48305125	2.099948583673546	0.037654861525607874	0.07850356553254247	-4.44556045681024	0.06428257526285999	0.037654861525607874	0.07850356553254247
LINC00896	0.05747729193814894	3.885174375	2.0996120109702265	0.037685016329149654	0.07855890370943866	-4.446236178788721	0.05747729193814894	0.037685016329149654	0.07855890370943866
TLL2	0.06909410784471175	3.119130390625	2.098932330923317	0.03774597476117735	0.07867843895936097	-4.447600433787197	0.06909410784471175	0.03774597476117735	0.07867843895936097
P2RX3	-0.06034442055761234	3.00820265625	-2.098728479635193	0.037764274094584174	0.07870904037362168	-4.448009524071262	-0.06034442055761234	0.037764274094584174	0.07870904037362168
NFE2L2	0.07607463931672356	9.91975234375	2.098367871832034	0.03779666385185927	0.07876900064854328	-4.448733103649131	0.07607463931672356	0.03779666385185927	0.07876900064854328
DCUN1D4	-0.07644274960043898	8.218103046875	-2.097954352209746	0.03783383556263856	0.07883891416745632	-4.449562710849142	-0.07644274960043898	0.03783383556263856	0.07883891416745632
PNPO	0.07115207908408742	9.467019765625	2.0977603653190067	0.03785128408286747	0.07886771864507816	-4.4499518366866	0.07115207908408742	0.03785128408286747	0.07886771864507816
SERPINI2	0.05992102286299295	2.93285578125	2.097581040851309	0.037867419921522025	0.07889378273660268	-4.450311520718932	0.05992102286299295	0.037867419921522025	0.07889378273660268
CLASRP	-0.05012815176379797	6.927404609375	-2.0975032109298755	0.03787442499616475	0.07890082043110246	-4.450467620877982	-0.05012815176379797	0.03787442499616475	0.07890082043110246
LACE1	0.058126781010705404	3.23266234375	2.0968351745069627	0.03793459741833803	0.07901676433118247	-4.451807250665121	0.058126781010705404	0.03793459741833803	0.07901676433118247
GLP2R	-0.04429579400758632	2.954472265625	-2.096804681871244	0.03793734596032133	0.07901676433118247	-4.451868388785531	-0.04429579400758632	0.03793734596032133	0.07901676433118247
BMP6	0.06420303132202149	5.05626421875	2.0967359748207826	0.03794353969712696	0.07902209851906201	-4.452006144248408	0.06420303132202149	0.03794353969712696	0.07902209851906201
MCHR2	0.05337521556112048	4.282939609375	2.0964768947659533	0.03796690282110968	0.07906318562776171	-4.452525553652594	0.05337521556112048	0.03796690282110968	0.07906318562776171
LOC101930168	-0.06399611492905255	6.639686640625	-2.0963523493888956	0.03797813838310718	0.0790790125631981	-4.452775223640263	-0.06399611492905255	0.03797813838310718	0.0790790125631981
CNTN6	-0.050874138123096914	2.382798515625	-2.0960687420724953	0.03800373400882439	0.07912473448449052	-4.453343705592907	-0.050874138123096914	0.03800373400882439	0.07912473448449052
C16ORF72	0.061288978059764014	8.49921125	2.0959901428923375	0.038010830228583946	0.07912911037370002	-4.453501242469733	0.061288978059764014	0.038010830228583946	0.07912911037370002
STIM2	0.08001169631673564	6.01434203125	2.0959648833730533	0.03801311099182481	0.07912911037370002	-4.45355186912656	0.08001169631673564	0.03801311099182481	0.07912911037370002
KRTAP5-8	-0.059219613588427124	6.473653125	-2.0955701744669044	0.03804876582374598	0.07919575188632154	-4.454342894592218	-0.059219613588427124	0.03804876582374598	0.07919575188632154
BAZ2A	-0.07106955154836914	6.3435228125	-2.0955116149110298	0.03805405807339812	0.07919918917629443	-4.454460240367304	-0.07106955154836914	0.03805405807339812	0.07919918917629443
OSBPL5	-0.14187938972669856	5.318056875	-2.0948267714000295	0.03811599700131966	0.07932050920976814	-4.455832350871212	-0.14187938972669856	0.03811599700131966	0.07932050920976814
IQCF4	-0.04673148975329148	2.358243984375	-2.0946401630271962	0.038132889345942854	0.07934807173735363	-4.456206155367646	-0.04673148975329148	0.038132889345942854	0.07934807173735363
C2ORF15	0.05409302183532489	2.073366171875	2.0943054414322138	0.03816320547314131	0.0794035589342174	-4.456876574898157	0.05409302183532489	0.03816320547314131	0.0794035589342174
TRPC4	-0.056026866642713696	4.6402269531249996	-2.0939391067540343	0.03819640858994185	0.07946504170399821	-4.457610198131954	-0.056026866642713696	0.03819640858994185	0.07946504170399821
LINC00484	0.0678909254178492	4.16850484375	2.0933401113931125	0.0382507526670521	0.07957049084502098	-4.45880949034442	0.0678909254178492	0.0382507526670521	0.07957049084502098
EMP2	-0.07556090359318905	8.8294184375	-2.093287888058718	0.038255493798151956	0.07957274398462418	-4.458914035296932	-0.07556090359318905	0.038255493798151956	0.07957274398462418
ZNF615	0.052078945519440034	6.59676953125	2.092868102753215	0.03829362265489867	0.07963696922326924	-4.459754307455908	0.052078945519440034	0.03829362265489867	0.07963696922326924
NCBP2-AS2	-0.04810305711694591	7.56877625	-2.09286733152139	0.038293692735502975	0.07963696922326924	-4.459755851063599	-0.04810305711694591	0.038293692735502975	0.07963696922326924
NBEAL2	0.07156580443748793	5.912526328125	2.092719351860746	0.03830714145183224	0.07965082520315138	-4.460052020067524	0.07156580443748793	0.03830714145183224	0.07965082520315138
LOC101927310	0.056458218036573964	2.0989315625	2.092713442061352	0.03830767863169998	0.07965082520315138	-4.46006384763419	0.056458218036573964	0.03830767863169998	0.07965082520315138
SLC35D2	0.04996229706266296	8.598929453125	2.092483808121846	0.03832855656117912	0.07968661864430177	-4.460523400960723	0.04996229706266296	0.03832855656117912	0.07968661864430177
C6ORF99	0.06815240088918403	2.604603984375	2.0922872113263664	0.03834643858263854	0.07971617722554816	-4.460916801509708	0.06815240088918403	0.03834643858263854	0.07971617722554816
CPNE6	-0.06451443728149159	5.44673875	-2.091828339973723	0.03838820444781865	0.07979537614461531	-4.461834892942186	-0.06451443728149159	0.03838820444781865	0.07979537614461531
PREX2	-0.05783159854192803	2.83066921875	-2.091643074832449	0.03840507811686667	0.07982266548598385	-4.4622055107225815	-0.05783159854192803	0.03840507811686667	0.07982266548598385
RPGRIP1L	-0.04938295788465986	2.687258671875	-2.0916036258839434	0.03840867189085611	0.07982266548598385	-4.462284423291466	-0.04938295788465986	0.03840867189085611	0.07982266548598385
LINC01096	0.05390775077210795	2.749179453125	2.090936662772797	0.038469475586591854	0.07994139304882811	-4.463618387136259	0.05390775077210795	0.038469475586591854	0.07994139304882811
LOC101928014	-0.05360084432848108	3.675234921875	-2.0907592078128823	0.03848566720030773	0.07996740076495311	-4.463973240136809	-0.05360084432848108	0.03848566720030773	0.07996740076495311
CELSR2	0.08856076794033012	5.25385140625	2.090615657974196	0.03849876947805177	0.07998698495282332	-4.464260273187559	0.08856076794033012	0.03849876947805177	0.07998698495282332
CNIH4	0.052391669895599596	9.396424609375	2.090115283857432	0.03854447029486192	0.08007428730055689	-4.465260645258134	0.052391669895599596	0.03854447029486192	0.08007428730055689
ZNF442	0.0731814160533322	3.842716796875	2.0895788961385584	0.03859351213627121	0.08016851313028148	-4.466332769048541	0.0731814160533322	0.03859351213627121	0.08016851313028148
EIF2S2	0.04948150405711405	9.551905703125	2.0894915266747476	0.038601505389779495	0.08017185906120478	-4.466507377488009	0.04948150405711405	0.038601505389779495	0.08017185906120478
OPHN1	-0.19180191876461958	9.629404921875	-2.089444566289754	0.038605802287299526	0.08017185906120478	-4.466601225303636	-0.19180191876461958	0.038605802287299526	0.08017185906120478
GS1-124K5.4	-0.08346266425643283	6.943262578125	-2.0894404434787917	0.038606179546091114	0.08017185906120478	-4.4666094644265755	-0.08346266425643283	0.038606179546091114	0.08017185906120478
ZBP1	-0.07934909067958829	4.21605390625	-2.088942851957983	0.03865173505328384	0.08025880036407823	-4.467603751563839	-0.07934909067958829	0.03865173505328384	0.08025880036407823
CSRNP1	0.0747690134120918	5.730787578125	2.0888966108152753	0.03865597086859993	0.08025993455231978	-4.467696139358559	0.0747690134120918	0.03865597086859993	0.08025993455231978
LOC102723380	0.059547476843389506	3.937695234375	2.0887704424035154	0.03866753027020724	0.08027627275890609	-4.467948208647343	0.059547476843389506	0.03866753027020724	0.08027627275890609
PCK1	-0.241548353072805	10.030069921875	-2.0886279717609875	0.038680586834560556	0.08029571575648399	-4.468232830730781	-0.241548353072805	0.038680586834560556	0.08029571575648399
SLIRP	0.05789185124163935	9.91640265625	2.0884125296646827	0.0387003379844701	0.08032905078016966	-4.468663197781651	0.05789185124163935	0.0387003379844701	0.08032905078016966
SNTG2	-0.05397171306118042	2.61606875	-2.0881694007903913	0.03872263779347644	0.080367669108052	-4.4691488221186635	-0.05397171306118042	0.03872263779347644	0.080367669108052
FRMD4B	0.06890607847086846	6.5453771875	2.087890459583176	0.03874823591640171	0.08041153763637716	-4.469705912758174	0.06890607847086846	0.03874823591640171	0.08041153763637716
GAA	0.0680576043785386	8.114133515625	2.087858523191751	0.0387511676110027	0.08041153763637716	-4.469769690453679	0.0680576043785386	0.0387511676110027	0.08041153763637716
C11ORF74	0.059532826071262604	6.192140625	2.087708318023091	0.038764958691300415	0.0804324824887312	-4.470069641346789	0.059532826071262604	0.038764958691300415	0.0804324824887312
C7ORF26	0.053562994634552615	7.057298046875	2.087552494244739	0.03877927010141259	0.080454502862759	-4.47038079096683	0.053562994634552615	0.03877927010141259	0.080454502862759
LINC00115	0.07784438845420381	3.910796640625	2.0866023714740733	0.038866631042497914	0.08062805884679163	-4.472277530870199	0.07784438845420381	0.038866631042497914	0.08062805884679163
EFCAB1	0.06255096024778435	4.004403046875	2.086555101626063	0.038870981775930916	0.08062939511507822	-4.472371875089403	0.06255096024778435	0.038870981775930916	0.08062939511507822
LOC105374419	-0.05927709616056892	2.527136875	-2.0861764241911827	0.03890585048739556	0.08069402799888593	-4.473127591923768	-0.05927709616056892	0.03890585048739556	0.08069402799888593
MZF1	0.06196819725667416	7.17467390625	2.085848586617328	0.03893605955454153	0.08074898498331033	-4.473781745448823	0.06196819725667416	0.03893605955454153	0.08074898498331033
ARHGEF12	0.057908982541097755	10.060377265625	2.085789889337817	0.038941470426949815	0.08075250774046133	-4.4738988574318	0.057908982541097755	0.038941470426949815	0.08075250774046133
AP5B1	-0.10223755985229643	3.491207109375	-2.0856120407550507	0.038957868930160185	0.08077881258581397	-4.474253679611831	-0.10223755985229643	0.038957868930160185	0.08077881258581397
LHFPL3-AS1	0.05863699814680967	2.574382578125	2.0850818031002607	0.03900679463590483	0.08087255086874169	-4.475311378451426	0.05863699814680967	0.03900679463590483	0.08087255086874169
PROSER3	0.07204092707781931	4.347034375	2.0847352650139728	0.03903879866418422	0.08093119101705894	-4.476002504267713	0.07204092707781931	0.03903879866418422	0.08093119101705894
PAK6	0.0646381351577197	4.6843865625	2.0837787062005293	0.03912725738427252	0.08109951278391185	-4.477909681168995	0.0646381351577197	0.03912725738427252	0.08109951278391185
LOC100506286	-0.05401122741311487	2.845255625	-2.0837766418348984	0.03912744847456236	0.08109951278391185	-4.477913796194992	-0.05401122741311487	0.03912744847456236	0.08109951278391185
KLF5	0.09288332166756003	4.654688359375	2.0836308366951655	0.0391409471167771	0.08111976206471533	-4.47820442884022	0.09288332166756003	0.0391409471167771	0.08111976206471533
NLGN3	-0.05396670071758349	5.2567140625	-2.0831263216823404	0.039187685997879446	0.08120889144630576	-4.4792099294025345	-0.05396670071758349	0.039187685997879446	0.08120889144630576
L3MBTL2	0.03339218233144167	7.283530859375	2.0830746607020143	0.039192474638253684	0.08121107837739878	-4.479312877112415	0.03339218233144167	0.039192474638253684	0.08121107837739878
GRIP2	0.05860952458300625	5.314852109375	2.0827496992920613	0.03922260799541182	0.08126085983728568	-4.479960391086809	0.05860952458300625	0.03922260799541182	0.08126085983728568
KREMEN1	0.07075804233299669	5.639143203125	2.0827350119504366	0.0392239704082885	0.08126085983728568	-4.479989654667095	0.07075804233299669	0.0392239704082885	0.08126085983728568
IMMP2L	-0.052551455530356124	7.48969671875	-2.0823809536778715	0.039256825519283264	0.0813211813656765	-4.480695034562926	-0.052551455530356124	0.039256825519283264	0.0813211813656765
MN1	0.09503191524439393	3.679590703125	2.082218684303558	0.03927189132844357	0.08134464407423661	-4.481018281616843	0.09503191524439393	0.03927189132844357	0.08134464407423661
STT3A	0.05984549384817375	7.688708515625	2.082122063348301	0.03928086440541987	0.08135548352005126	-4.481210743224112	0.05984549384817375	0.03928086440541987	0.08135548352005126
GHRHR	0.049805702891631054	3.77398765625	2.0820674159958887	0.039285940221721785	0.08135824996602381	-4.481319592905793	0.049805702891631054	0.039285940221721785	0.08135824996602381
NACA2	0.05113207454590557	2.44324984375	2.0819904615695797	0.039293088943673046	0.0813653083095402	-4.481472870549251	0.05113207454590557	0.039293088943673046	0.0813653083095402
MUC8	-0.0730412882084967	6.651025078125	-2.0819461818167073	0.03929720284097424	0.08136608161048092	-4.481561064455961	-0.0730412882084967	0.03929720284097424	0.08136608161048092
SETBP1	0.08025852355991675	6.420423125	2.0818137043134506	0.0393095131322683	0.08138382403790162	-4.481824915183941	0.08025852355991675	0.0393095131322683	0.08138382403790162
AHSP	-0.06586044363290917	5.36919140625	-2.0812283147732575	0.039363949315324595	0.08148876945719984	-4.482990626826092	-0.06586044363290917	0.039363949315324595	0.08148876945719984
